id,board_from,alight_to,arr_time
8865,10,1,13:06:22.846869
8866,10,18,13:06:53.303722
8867,10,16,13:07:23.006692
8868,10,16,13:07:53.775923
8869,10,18,13:08:24.078953
8870,10,18,13:08:53.929699
8871,10,13,13:09:23.632669
8872,10,15,13:09:54.401900
8873,10,13,13:10:24.858753
8874,10,17,13:10:54.415403
8875,10,17,13:11:24.415403
8876,10,12,13:11:54.118373
8877,10,18,13:12:23.386666
8878,10,17,13:12:53.998911
8879,10,17,13:13:24.149665
8880,10,11,13:13:54.761910
8881,10,15,13:14:25.218763
8882,10,1,13:14:54.775413
8883,10,17,13:15:25.544644
8884,10,18,13:15:55.247614
8885,10,12,13:16:24.950584
8886,10,15,13:16:54.653554
8887,10,17,13:17:24.210204
8888,10,11,13:17:54.210204
8889,10,17,13:18:23.913174
8890,10,15,13:18:54.525419
8891,10,1,13:19:24.228389
8892,10,17,13:19:53.785039
8893,10,15,13:20:24.397284
8894,10,12,13:20:54.548038
8895,10,11,13:21:24.548038
8896,10,17,13:21:53.959803
8897,10,13,13:22:24.416656
8898,10,17,13:22:55.185887
8899,10,1,13:23:25.488917
8900,10,14,13:23:56.101162
8901,10,12,13:24:25.512927
8902,10,18,13:24:55.512927
8903,10,16,13:25:24.924692
8904,10,16,13:25:55.075446
8905,10,18,13:26:25.844677
8906,10,17,13:26:56.301530
8907,10,11,13:27:25.713295
8908,10,17,13:27:56.482526
8909,10,16,13:28:27.251757
8910,10,11,13:28:58.020988
8911,10,18,13:29:28.324018
8912,10,17,13:29:59.093249
8913,10,16,13:30:29.244003
8914,10,11,13:30:58.946973
8915,10,11,13:31:28.215266
8916,10,14,13:31:58.984497
8917,10,11,13:32:28.984497
8918,10,11,13:32:58.687467
8919,10,17,13:33:28.099232
8920,10,18,13:33:57.367525
8921,10,17,13:34:26.779290
8922,10,17,13:34:56.630036
8923,10,12,13:35:26.333006
8924,10,1,13:35:55.601299
8925,10,11,13:36:26.058152
8926,10,14,13:36:55.761122
8927,10,18,13:37:26.373367
8928,10,12,13:37:55.785132
8929,10,11,13:38:25.935886
8930,10,18,13:38:56.705117
8931,10,17,13:39:27.161970
8932,10,14,13:39:57.161970
8933,10,13,13:40:27.012716
8934,10,16,13:40:56.715686
8935,10,18,13:41:27.018716
8936,10,16,13:41:56.575366
8937,10,17,13:42:26.878396
8938,10,1,13:42:56.146689
8939,10,13,13:43:25.997435
8940,10,13,13:43:55.265728
8941,10,15,13:44:25.722581
8942,10,13,13:44:54.990874
8943,10,13,13:45:25.603119
8944,10,14,13:45:55.306089
8945,10,1,13:46:24.717854
8946,10,11,13:46:54.420824
8947,10,16,13:47:23.832589
8948,10,13,13:47:53.389239
8949,10,17,13:48:23.539993
8950,10,15,13:48:53.996846
8951,10,12,13:49:23.996846
8952,10,15,13:49:53.847592
8953,10,16,13:50:24.304445
8954,10,17,13:50:53.572738
8955,10,1,13:51:24.184983
8956,10,11,13:51:54.335737
8957,10,18,13:52:24.038707
8958,10,11,13:52:53.450472
8959,10,16,13:53:23.301218
8960,10,14,13:53:53.151964
8961,10,1,13:54:23.608817
8962,10,15,13:54:52.877110
8963,10,14,13:55:22.145403
8964,10,12,13:55:52.296157
8965,10,11,13:56:22.599187
8966,10,13,13:56:51.867480
8967,10,18,13:57:21.867480
8968,10,15,13:57:51.570450
8969,10,16,13:58:21.127100
8970,10,12,13:58:51.583953
8971,10,16,13:59:21.734707
8972,10,15,13:59:51.885461
8973,10,15,14:00:21.153754
8974,10,17,14:00:50.856724
8975,10,16,14:01:21.313577
8976,10,12,14:01:51.464331
8977,10,17,14:02:21.921184
8978,10,12,14:02:52.224214
8979,10,1,14:03:21.780864
8980,10,18,14:03:52.393109
8981,10,18,14:04:21.804874
8982,10,18,14:04:52.107904
8983,10,12,14:05:22.877135
8984,10,17,14:05:53.333988
8985,10,14,14:06:23.637018
8986,10,18,14:06:53.339988
8987,10,18,14:07:23.042958
8988,10,1,14:07:52.893704
8989,10,17,14:08:23.044458
8990,10,14,14:08:53.501311
8991,10,18,14:09:23.204281
8992,10,1,14:09:52.472574
8993,10,15,14:10:21.884339
8994,10,13,14:10:51.735085
8995,10,16,14:11:21.885839
8996,10,14,14:11:51.154132
8997,10,18,14:12:21.457162
8998,10,1,14:12:50.868927
8999,10,18,14:13:21.325780
9000,10,14,14:13:51.782633
9001,10,18,14:14:21.633379
9002,10,16,14:14:51.784133
9003,10,1,14:15:21.934887
9004,10,12,14:15:51.491537
9005,10,1,14:16:21.491537
9006,10,11,14:16:51.794567
9007,10,18,14:17:21.497537
9008,10,17,14:17:51.200507
9009,10,16,14:18:21.351261
9010,10,17,14:18:51.963506
9011,10,12,14:19:22.732737
9012,10,13,14:19:53.035767
9013,10,15,14:20:22.738737
9014,10,1,14:20:52.589483
9015,10,18,14:21:22.001248
9016,10,1,14:21:52.613493
9017,10,16,14:22:23.070346
9018,10,18,14:22:52.626996
9019,10,15,14:23:22.626996
9020,10,14,14:23:52.626996
9021,10,13,14:24:22.477742
9022,10,13,14:24:51.746035
9023,10,12,14:25:21.596781
9024,10,17,14:25:51.008546
9025,10,1,14:26:20.711516
9026,10,13,14:26:50.862270
9027,10,13,14:27:21.013024
9028,10,14,14:27:51.469877
9029,10,15,14:28:22.082122
9030,10,13,14:28:52.082122
9031,10,12,14:29:21.785092
9032,10,14,14:29:51.196857
9033,10,18,14:30:21.347611
9034,10,16,14:30:51.650641
9035,10,13,14:31:21.801395
9036,10,14,14:31:52.104425
9037,10,14,14:32:22.716670
9038,10,1,14:32:53.485901
9039,10,1,14:33:23.942754
9040,10,13,14:33:54.554999
9041,10,17,14:34:24.257969
9042,10,14,14:34:53.669734
9043,10,11,14:35:23.520480
9044,10,13,14:35:53.371226
9045,10,14,14:36:22.927876
9046,10,15,14:36:53.540121
9047,10,11,14:37:23.843151
9048,10,11,14:37:53.843151
9049,10,13,14:38:23.399801
9050,10,16,14:38:53.250547
9051,10,1,14:39:23.250547
9052,10,15,14:39:52.807197
9053,10,13,14:40:22.657943
9054,10,1,14:40:53.427174
9055,10,17,14:41:23.577928
9056,10,17,14:41:53.428674
9057,10,13,14:42:23.279420
9058,10,12,14:42:53.430174
9059,10,11,14:43:22.698467
9060,10,13,14:43:52.549213
9061,10,17,14:44:23.318444
9062,10,17,14:44:54.087675
9063,10,1,14:45:23.499440
9064,10,14,14:45:53.350186
9065,10,13,14:46:22.906836
9066,10,17,14:46:53.363689
9067,10,16,14:47:22.920339
9068,10,12,14:47:53.532584
9069,10,13,14:48:23.235554
9070,10,16,14:48:53.235554
9071,10,11,14:49:22.647319
9072,10,11,14:49:53.104172
9073,10,12,14:50:22.807142
9074,10,1,14:50:52.510112
9075,10,14,14:51:22.360858
9076,10,18,14:51:52.973103
9077,10,13,14:52:23.742334
9078,10,14,14:52:53.298984
9079,10,18,14:53:23.298984
9080,10,15,14:53:53.911229
9081,10,16,14:54:23.911229
9082,10,17,14:54:54.368082
9083,10,1,14:55:24.980327
9084,10,13,14:55:55.749558
9085,10,11,14:56:25.900312
9086,10,13,14:56:56.357165
9087,10,17,14:57:27.126396
9088,10,14,14:57:57.126396
9089,10,15,14:58:27.126396
9090,10,12,14:58:56.683046
9091,10,17,14:59:26.386016
9092,10,12,14:59:56.998261
9093,10,16,15:00:26.849007
9094,10,18,15:00:56.551977
9095,10,11,15:01:26.855007
9096,10,11,15:01:56.705753
9097,10,14,15:02:25.974046
9098,10,16,15:02:56.124800
9099,10,18,15:03:25.827770
9100,10,16,15:03:56.130800
9101,10,18,15:04:26.281554
9102,10,17,15:04:55.984524
9103,10,18,15:05:26.596769
9104,10,12,15:05:56.447515
9105,10,11,15:06:25.859280
9106,10,12,15:06:55.415930
9107,10,1,15:07:25.718960
9108,10,16,15:07:56.175813
9109,10,15,15:08:26.632666
9110,10,15,15:08:56.632666
9111,10,14,15:09:27.244911
9112,10,12,15:09:57.244911
9113,10,11,15:10:27.857156
9114,10,15,15:10:57.413806
9115,10,12,15:11:28.026051
9116,10,11,15:11:58.176805
9117,10,17,15:12:28.327559
9118,10,14,15:12:58.030529
9119,10,15,15:13:28.642774
9120,10,15,15:13:58.793528
9121,10,18,15:14:28.944282
9122,10,16,15:14:59.401135
9123,10,12,15:15:30.013380
9124,10,18,15:16:00.625625
9125,10,13,15:16:30.928655
9126,10,11,15:17:01.231685
9127,10,16,15:17:30.788335
9128,10,14,15:18:00.939089
9129,10,13,15:18:30.495739
9130,10,1,15:19:00.052389
9131,10,12,15:19:30.203143
9132,10,14,15:20:00.506173
9133,10,11,15:20:29.917938
9134,10,16,15:21:00.374791
9135,10,15,15:21:31.144022
9136,10,15,15:22:01.600875
9137,10,18,15:22:31.303845
9138,10,15,15:23:00.860495
9139,10,17,15:23:31.011249
9140,10,17,15:24:01.011249
9141,10,14,15:24:30.861995
9142,10,14,15:25:01.474240
9143,10,13,15:25:31.030890
9144,10,12,15:26:01.181644
9145,10,1,15:26:31.332398
9146,10,14,15:27:01.183144
9147,10,16,15:27:30.451437
9148,10,13,15:28:00.302183
9149,10,17,15:28:31.071414
9150,10,12,15:29:01.222168
9151,10,11,15:29:30.490461
9152,10,12,15:30:00.047111
9153,10,16,15:30:30.350141
9154,10,16,15:31:00.962386
9155,10,14,15:31:30.230679
9156,10,18,15:32:00.230679
9157,10,15,15:32:30.842924
9158,10,18,15:33:00.545894
9159,10,15,15:33:29.957659
9160,10,14,15:34:00.414512
9161,10,12,15:34:31.183743
9162,10,15,15:35:00.740393
9163,10,14,15:35:30.591139
9164,10,1,15:36:00.741893
9165,10,18,15:36:31.198746
9166,10,11,15:37:01.049492
9167,10,15,15:37:31.506345
9168,10,13,15:38:01.357091
9169,10,15,15:38:31.507845
9170,10,13,15:39:01.507845
9171,10,12,15:39:31.210815
9172,10,17,15:40:01.980046
9173,10,1,15:40:31.980046
9174,10,14,15:41:01.536696
9175,10,16,15:41:32.148941
9176,10,13,15:42:01.705591
9177,10,11,15:42:31.408561
9178,10,1,15:43:01.111531
9179,10,17,15:43:31.723776
9180,10,12,15:44:01.874530
9181,10,1,15:44:32.486775
9182,10,13,15:45:01.898540
9183,10,11,15:45:31.749286
9184,10,12,15:46:02.361531
9185,10,11,15:46:32.664561
9186,10,11,15:47:02.221211
9187,10,15,15:47:32.524241
9188,10,16,15:48:02.080891
9189,10,1,15:48:32.850122
9190,10,17,15:49:02.118415
9191,10,14,15:49:31.969161
9192,10,16,15:50:02.272191
9193,10,15,15:50:31.828841
9194,10,12,15:51:01.385491
9195,10,15,15:51:31.236237
9196,10,12,15:52:00.648002
9197,10,11,15:52:30.204652
9198,10,18,15:52:59.761302
9199,10,15,15:53:29.317952
9200,10,14,15:53:58.874602
9201,10,16,15:54:28.874602
9202,10,16,15:54:58.725348
9203,10,17,15:55:29.028378
9204,10,12,15:55:58.731348
9205,10,17,15:56:28.731348
9206,10,13,15:56:59.188201
9207,10,1,15:57:28.599966
9208,10,14,15:57:58.156616
9209,10,12,15:58:27.713266
9210,10,1,15:58:57.564012
9211,10,1,15:59:27.564012
9212,10,11,15:59:56.832305
9213,10,16,16:00:26.388955
9214,10,18,16:00:56.691985
9215,10,1,16:01:27.148838
9216,10,12,16:01:57.761083
9217,10,12,16:02:27.464053
9218,10,15,16:02:57.614807
9219,10,11,16:03:27.171457
9220,10,12,16:03:57.022203
9221,10,17,16:04:27.172957
9222,10,15,16:04:57.629810
9223,10,18,16:05:27.780564
9224,10,1,16:05:57.780564
9225,10,12,16:06:28.083594
9226,10,1,16:06:58.083594
9227,10,11,16:07:28.695839
9228,10,1,16:07:58.546585
9229,10,11,16:08:28.249555
9230,10,1,16:08:58.861800
9231,10,18,16:09:29.631031
9232,10,15,16:09:59.334001
9233,10,14,16:10:28.745766
9234,10,14,16:10:58.302416
9235,10,12,16:11:27.859066
9236,10,16,16:11:57.562036
9237,10,1,16:12:27.265006
9238,10,18,16:12:56.676771
9239,10,18,16:13:27.289016
9240,10,17,16:13:57.139762
9241,10,16,16:14:26.551527
9242,10,14,16:14:55.963292
9243,10,18,16:15:25.375057
9244,10,12,16:15:54.931707
9245,10,18,16:16:25.543952
9246,10,1,16:16:56.000805
9247,10,12,16:17:26.613050
9248,10,17,16:17:55.881343
9249,10,11,16:18:25.584313
9250,10,15,16:18:55.887343
9251,10,12,16:19:25.299108
9252,10,12,16:19:55.149854
9253,10,14,16:20:24.706504
9254,10,17,16:20:54.857258
9255,10,16,16:21:25.469503
9256,10,16,16:21:55.772533
9257,10,12,16:22:25.923287
9258,10,17,16:22:56.535532
9259,10,12,16:23:27.147777
9260,10,1,16:23:57.450807
9261,10,1,16:24:27.153777
9262,10,12,16:24:57.456807
9263,10,16,16:25:28.226038
9264,10,12,16:25:58.076784
9265,10,16,16:26:27.779754
9266,10,13,16:26:58.236607
9267,10,17,16:27:27.793257
9268,10,16,16:27:57.644003
9269,10,16,16:28:27.200653
9270,10,13,16:28:56.903623
9271,10,13,16:29:26.315388
9272,10,1,16:29:55.727153
9273,10,1,16:30:25.283803
9274,10,14,16:30:55.586833
9275,10,14,16:31:25.586833
9276,10,17,16:31:55.889863
9277,10,12,16:32:26.346716
9278,10,15,16:32:55.758481
9279,10,18,16:33:25.170246
9280,10,17,16:33:55.473276
9281,10,12,16:34:25.324022
9282,10,12,16:34:55.026992
9283,10,17,16:35:25.177746
9284,10,12,16:35:55.328500
9285,10,18,16:36:25.479254
9286,10,1,16:36:56.248485
9287,10,11,16:37:25.805135
9288,10,14,16:37:55.216900
9289,10,14,16:38:25.673753
9290,10,14,16:38:55.673753
9291,10,1,16:39:26.130606
9292,10,18,16:39:56.742851
9293,10,15,16:40:26.445821
9294,10,18,16:40:56.445821
9295,10,1,16:41:26.596575
9296,10,11,16:41:56.447321
9297,10,11,16:42:27.059566
9298,10,1,16:42:57.362596
9299,10,16,16:43:26.919246
9300,10,14,16:43:57.222276
9301,10,12,16:44:27.073022
9302,10,13,16:44:56.775992
9303,10,1,16:45:26.626738
9304,10,14,16:45:56.329708
9305,10,14,16:46:25.886358
9306,10,13,16:46:56.343211
9307,10,18,16:47:26.800064
9308,10,1,16:47:57.412309
9309,10,1,16:48:28.024554
9310,10,16,16:48:58.793785
9311,10,15,16:49:29.406030
9312,10,18,16:49:58.962680
9313,10,11,16:50:29.574925
9314,10,18,16:50:59.574925
9315,10,13,16:51:29.574925
9316,10,14,16:51:59.574925
9317,10,16,16:52:29.277895
9318,10,12,16:52:59.734748
9319,10,14,16:53:29.585494
9320,10,17,16:53:58.853787
9321,10,18,16:54:29.466032
9322,10,14,16:54:59.769062
9323,10,18,16:55:29.180827
9324,10,11,16:55:59.031573
9325,10,18,16:56:29.334603
9326,10,14,16:56:59.791456
9327,10,18,16:57:29.348106
9328,10,14,16:57:59.804959
9329,10,11,16:58:30.261812
9330,10,13,16:58:59.530105
9331,10,14,16:59:28.798398
9332,10,15,16:59:58.949152
9333,10,17,17:00:28.505802
9334,10,18,17:00:58.505802
9335,10,17,17:01:28.808832
9336,10,1,17:01:58.365482
9337,10,18,17:02:28.068452
9338,10,11,17:02:57.771422
9339,10,12,17:03:27.771422
9340,10,15,17:03:57.039715
9341,10,15,17:04:26.890461
9342,10,1,17:04:57.502706
9343,10,11,17:05:27.353452
9344,10,15,17:05:57.656482
9345,10,14,17:06:27.656482
9346,10,1,17:06:58.113335
9347,10,17,17:07:27.381628
9348,10,14,17:07:57.532382
9349,10,1,17:08:27.532382
9350,10,16,17:08:58.144627
9351,10,14,17:09:28.295381
9352,10,14,17:09:58.146127
9353,10,16,17:10:27.702777
9354,10,14,17:10:58.159630
9355,10,17,17:11:27.427923
9356,10,12,17:11:56.696216
9357,10,14,17:12:26.696216
9358,10,17,17:12:57.308461
9359,10,17,17:13:27.459215
9360,10,11,17:13:56.870980
9361,10,16,17:14:26.870980
9362,10,1,17:14:57.327833
9363,10,18,17:15:26.596126
9364,10,12,17:15:56.007891
9365,10,15,17:16:25.419656
9366,10,14,17:16:55.122626
9367,10,13,17:17:25.891857
9368,10,1,17:17:56.042611
9369,10,13,17:18:25.893357
9370,10,13,17:18:56.044111
9371,10,13,17:19:26.194865
9372,10,14,17:19:56.045611
9373,10,18,17:20:26.502464
9374,10,14,17:20:57.114709
9375,10,12,17:21:26.671359
9376,10,17,17:21:56.374329
9377,10,17,17:22:26.225075
9378,10,1,17:22:56.075821
9379,10,15,17:23:26.378851
9380,10,11,17:23:56.378851
9381,10,18,17:24:25.935501
9382,10,16,17:24:56.547746
9383,10,15,17:25:26.104396
9384,10,16,17:25:55.661046
9385,10,18,17:26:25.217696
9386,10,13,17:26:55.217696
9387,10,16,17:27:25.217696
9388,10,16,17:27:55.674549
9389,10,18,17:28:25.525295
9390,10,15,17:28:55.525295
9391,10,12,17:29:24.793588
9392,10,18,17:29:54.496558
9393,10,17,17:30:24.953411
9394,10,18,17:30:54.221704
9395,10,15,17:31:23.633469
9396,10,16,17:31:53.936499
9397,10,14,17:32:23.936499
9398,10,15,17:32:53.787245
9399,10,11,17:33:23.055538
9400,10,1,17:33:53.206292
9401,10,17,17:34:23.663145
9402,10,16,17:34:53.513891
9403,10,16,17:35:23.816921
9404,10,15,17:35:53.967675
9405,10,1,17:36:23.524325
9406,10,13,17:36:53.827355
9407,10,16,17:37:23.978109
9408,10,15,17:37:53.389874
9409,10,11,17:38:23.240620
9410,10,18,17:38:52.943590
9411,10,14,17:39:23.555835
9412,10,14,17:39:53.112485
9413,10,13,17:40:23.112485
9414,10,15,17:40:52.669135
9415,10,18,17:41:22.372105
9416,10,16,17:41:52.075075
9417,10,18,17:42:22.687320
9418,10,17,17:42:52.687320
9419,10,15,17:43:23.456551
9420,10,17,17:43:54.225782
9421,10,11,17:44:23.637547
9422,10,18,17:44:53.340517
9423,10,18,17:45:23.952762
9424,10,14,17:45:54.103516
9425,10,11,17:46:23.660166
9426,10,11,17:46:53.071931
9427,10,12,17:47:23.374961
9428,10,12,17:47:53.077931
9429,10,16,17:48:23.534784
9430,10,16,17:48:53.837814
9431,10,1,17:49:23.688560
9432,10,16,17:49:53.688560
9433,10,1,17:50:23.391530
9434,10,16,17:50:53.094500
9435,10,12,17:51:22.797470
9436,10,14,17:51:52.209235
9437,10,12,17:52:21.765885
9438,10,17,17:52:52.222738
9439,10,18,17:53:22.834983
9440,10,15,17:53:53.447228
9441,10,14,17:54:22.858993
9442,10,12,17:54:53.628224
9443,10,11,17:55:23.184874
9444,10,15,17:55:53.335628
9445,10,12,17:56:22.603921
9446,10,17,17:56:52.603921
9447,10,18,17:57:23.060774
9448,10,14,17:57:53.363804
9449,10,11,17:58:23.976049
9450,10,13,17:58:53.532699
9451,10,13,17:59:23.235669
9452,10,14,17:59:52.792319
9453,10,15,18:00:23.249172
9454,10,12,18:00:52.952142
9455,10,13,18:01:22.952142
9456,10,18,18:01:52.363907
9457,10,14,18:02:22.820760
9458,10,13,18:02:53.433005
9459,10,17,18:03:23.736035
9460,10,14,18:03:53.292685
9461,10,15,18:04:22.849335
9462,10,1,18:04:53.461580
9463,10,1,18:05:22.729873
9464,10,11,18:05:52.141638
9465,10,14,18:06:21.409931
9466,10,15,18:06:51.409931
9467,10,18,18:07:22.022176
9468,10,18,18:07:52.172930
9469,10,18,18:08:22.323684
9470,10,14,18:08:51.591977
9471,10,1,18:09:21.148627
9472,10,14,18:09:51.760872
9473,10,17,18:10:21.317522
9474,10,18,18:10:51.020492
9475,10,14,18:11:21.789723
9476,10,18,18:11:52.246576
9477,10,12,18:12:22.549606
9478,10,16,18:12:53.161851
9479,10,17,18:13:23.012597
9480,10,16,18:13:53.469450
9481,10,12,18:14:24.238681
9482,10,12,18:14:54.850926
9483,10,12,18:15:24.262691
9484,10,16,18:15:54.565721
9485,10,15,18:16:23.977486
9486,10,13,18:16:54.280516
9487,10,15,18:17:24.131262
9488,10,15,18:17:54.282016
9489,10,16,18:18:23.693781
9490,10,15,18:18:54.463012
9491,10,13,18:19:24.919865
9492,10,15,18:19:55.532110
9493,10,14,18:20:25.382856
9494,10,17,18:20:55.839709
9495,10,14,18:21:26.608940
9496,10,17,18:21:56.459686
9497,10,18,18:22:26.162656
9498,10,15,18:22:56.619509
9499,10,18,18:23:26.619509
9500,10,11,18:23:56.031274
9501,10,17,18:24:26.182028
9502,10,1,18:24:55.884998
9503,10,18,18:25:25.587968
9504,10,16,18:25:55.438714
9505,10,1,18:26:25.589468
9506,10,18,18:26:56.046321
9507,10,1,18:27:26.197075
9508,10,15,18:27:55.608840
9509,10,17,18:28:25.759594
9510,10,14,18:28:55.610340
9511,10,11,18:29:25.313310
9512,10,18,18:29:55.464064
9513,10,13,18:30:25.167034
9514,10,11,18:30:55.317788
9515,10,1,18:31:25.930033
9516,10,13,18:31:56.233063
9517,10,17,18:32:26.536093
9518,10,1,18:32:56.386839
9519,10,12,18:33:27.156070
9520,10,16,18:33:57.459100
9521,10,1,18:34:27.609854
9522,10,15,18:34:57.760608
9523,10,14,18:35:27.172373
9524,10,18,18:35:57.784618
9525,10,18,18:36:27.635364
9526,10,16,18:36:58.092217
9527,10,14,18:37:28.242971
9528,10,13,18:37:58.855216
9529,10,12,18:38:29.005970
9530,10,17,18:38:58.856716
9531,10,17,18:39:29.313569
9532,10,18,18:39:58.870219
9533,10,1,18:40:29.327072
9534,10,14,18:40:59.030042
9535,10,18,18:41:28.733012
9536,10,18,18:41:58.583758
9537,10,16,18:42:28.734512
9538,10,15,18:42:58.885266
9539,10,17,18:43:29.036020
9540,10,13,18:43:59.805251
9541,10,15,18:44:30.417496
9542,10,1,18:45:00.720526
9543,10,14,18:45:31.332771
9544,10,15,18:46:01.183517
9545,10,14,18:46:30.740167
9546,10,14,18:47:00.296817
9547,10,1,18:47:30.599847
9548,10,11,18:48:00.302817
9549,10,12,18:48:30.302817
9550,10,15,18:49:00.453571
9551,10,1,18:49:31.065816
9552,10,11,18:50:00.768786
9553,10,15,18:50:30.619532
9554,10,18,18:51:00.176182
9555,10,11,18:51:30.788427
9556,10,18,18:52:00.788427
9557,10,11,18:52:30.639173
9558,10,11,18:53:00.489919
9559,10,15,18:53:29.758212
9560,10,16,18:53:59.758212
9561,10,13,18:54:30.061242
9562,10,14,18:55:00.211996
9563,10,15,18:55:30.062742
9564,10,12,18:56:00.213496
9565,10,18,18:56:30.516526
9566,10,18,18:57:00.219496
9567,10,12,18:57:30.070242
9568,10,11,18:57:59.626892
9569,10,1,18:58:30.083745
9570,10,1,18:58:59.495510
9571,10,16,18:59:29.952363
9572,10,15,19:00:00.255393
9573,10,12,19:00:29.812043
9574,10,18,19:00:59.223808
9575,10,13,19:01:29.680661
9576,10,1,19:01:59.680661
9577,10,14,19:02:29.383631
9578,10,14,19:02:59.840484
9579,10,14,19:03:29.543454
9580,10,18,19:03:59.694208
9581,10,17,19:04:29.694208
9582,10,1,19:04:59.250858
9583,10,13,19:05:28.519151
9584,10,18,19:05:58.369897
9585,10,17,19:06:28.072867
9586,10,1,19:06:57.775837
9587,10,15,19:07:27.332487
9588,10,17,19:07:57.483241
9589,10,11,19:08:27.186211
9590,10,14,19:08:56.597976
9591,10,13,19:09:26.901006
9592,10,14,19:09:57.204036
9593,10,14,19:10:26.907006
9594,10,1,19:10:57.210036
9595,10,18,19:11:26.913006
9596,10,18,19:11:56.763752
9597,10,13,19:12:27.375997
9598,10,12,19:12:56.644290
9599,10,11,19:13:27.256535
9600,10,16,19:13:56.813185
9601,10,11,19:14:26.369835
9602,10,1,19:14:56.672865
9603,10,14,19:15:27.285110
9604,10,14,19:15:57.285110
9605,10,12,19:16:27.135856
9606,10,14,19:16:56.692506
9607,10,14,19:17:26.543252
9608,10,17,19:17:56.393998
9609,10,18,19:18:27.006243
9610,10,18,19:18:57.006243
9611,10,15,19:19:27.618488
9612,10,14,19:19:57.921518
9613,10,16,19:20:27.478168
9614,10,18,19:20:57.781198
9615,10,17,19:21:27.192963
9616,10,1,19:21:57.192963
9617,10,11,19:22:27.805208
9618,10,13,19:22:57.508178
9619,10,15,19:23:28.120423
9620,10,11,19:23:57.823393
9621,10,13,19:24:28.280246
9622,10,15,19:24:59.049477
9623,10,12,19:25:28.752447
9624,10,11,19:25:58.603193
9625,10,18,19:26:28.306163
9626,10,16,19:26:57.862813
9627,10,17,19:27:28.319666
9628,10,16,19:27:57.587959
9629,10,17,19:28:28.044812
9630,10,1,19:28:57.895558
9631,10,1,19:29:28.507803
9632,10,12,19:29:58.064453
9633,10,18,19:30:27.767423
9634,10,14,19:30:58.379668
9635,10,13,19:31:27.791433
9636,10,15,19:31:58.248286
9637,10,11,19:32:28.705139
9638,10,15,19:32:58.555885
9639,10,13,19:33:27.967650
9640,10,11,19:33:58.736881
9641,10,17,19:34:28.293531
9642,10,18,19:34:58.596561
9643,10,15,19:35:29.208806
9644,10,14,19:35:59.059552
9645,10,14,19:36:29.210306
9646,10,11,19:36:59.822551
9647,10,12,19:37:30.125581
9648,10,14,19:38:00.582434
9649,10,1,19:38:30.885464
9650,10,12,19:39:00.297229
9651,10,18,19:39:30.754082
9652,10,18,19:40:00.310732
9653,10,14,19:40:29.867382
9654,10,11,19:40:59.570352
9655,10,12,19:41:30.339583
9656,10,11,19:41:59.751348
9657,10,12,19:42:29.902102
9658,10,14,19:42:59.902102
9659,10,13,19:43:30.205132
9660,10,12,19:43:59.908102
9661,10,14,19:44:29.319867
9662,10,14,19:44:59.022837
9663,10,18,19:45:29.792068
9664,10,14,19:45:59.495038
9665,10,16,19:46:29.051688
9666,10,18,19:46:58.902434
9667,10,11,19:47:28.605404
9668,10,12,19:47:58.456150
9669,10,18,19:48:28.306896
9670,10,18,19:48:58.306896
9671,10,17,19:49:27.575189
9672,10,14,19:49:57.575189
9673,10,14,19:50:28.344420
9674,10,14,19:50:58.344420
9675,10,13,19:51:28.195166
9676,10,1,19:51:58.964397
9677,10,13,19:52:29.267427
9678,10,13,19:52:58.824077
9679,10,17,19:53:28.235842
9680,10,16,19:53:59.005073
9681,10,12,19:54:29.461926
9682,10,16,19:54:59.461926
9683,10,15,19:55:29.764956
9684,10,1,19:56:00.377201
9685,10,16,19:56:29.933851
9686,10,11,19:56:59.345616
9687,10,11,19:57:28.757381
9688,10,18,19:57:59.369626
9689,10,16,19:58:28.926276
9690,10,13,19:58:58.777022
9691,10,13,19:59:28.927776
9692,10,18,19:59:58.927776
9693,10,12,20:00:29.540021
9694,10,14,20:00:59.540021
9695,10,15,20:01:29.996874
9696,10,18,20:01:59.699844
9697,10,16,20:02:28.968137
9698,10,16,20:02:59.580382
9699,10,13,20:03:29.283352
9700,10,13,20:03:58.695117
9701,10,14,20:04:28.251767
9702,10,18,20:04:57.663532
9703,10,17,20:05:27.220182
9704,10,18,20:05:57.523212
9705,10,12,20:06:27.523212
9706,10,16,20:06:56.934977
9707,10,11,20:07:26.346742
9708,10,14,20:07:56.497496
9709,10,1,20:08:26.348242
9710,10,14,20:08:56.198988
9711,10,18,20:09:25.901958
9712,10,14,20:09:56.052712
9713,10,17,20:10:25.903458
9714,10,18,20:10:55.315223
9715,10,13,20:11:25.165969
9716,10,14,20:11:55.935200
9717,10,13,20:12:25.935200
9718,10,1,20:12:56.392053
9719,10,1,20:13:27.004298
9720,10,13,20:13:57.461151
9721,10,17,20:14:27.764181
9722,10,14,20:14:57.320831
9723,10,18,20:15:27.777684
9724,10,16,20:15:57.480654
9725,10,17,20:16:27.037304
9726,10,1,20:16:57.649549
9727,10,12,20:17:27.061314
9728,10,1,20:17:57.518167
9729,10,18,20:18:28.130412
9730,10,1,20:18:58.587265
9731,10,15,20:19:29.044118
9732,10,14,20:19:59.656363
9733,10,12,20:20:30.113216
9734,10,14,20:21:00.263970
9735,10,13,20:21:30.263970
9736,10,17,20:21:59.532263
9737,10,17,20:22:29.989116
9738,10,18,20:22:59.989116
